id	name	extra	desc
1279	Iron sword		A razor sharp sword.
1280	Iron sword		Swap this note at any bank for an Iron sword.
801	Iron thrownaxe	Members	A finely balanced throwing axe.
1335	Iron warhammer		I don't think it's intended for joinery.
1336	Iron warhammer		Swap this note at any bank for an Iron warhammer.
1611	Jade	Members	A semi precious stone.
1612	Jade	Members	Swap this note at any bank for a Jade.
1591	Jail key	Members	Key to a cell.
247	Jangerberries	Members	They don't look very ripe.
248	Jangerberries	Members	Swap this note at any bank for a Jangerberries.
1417	Javelin		None
1418	Javelin		Swap this note at any bank for a Javelin.
3125	Jogre bones	Members	Fairly big bones which smell distinctly of Jogre.
3126	Jogre bones	Members	Swap this note at any bank for a Jogre bones.
2967	Journal	Members	This must be Filliman Tarlocks personal journal.
3845	Journal	Members	A daily journal.
1935	Jug		This jug is empty.
1936	Jug		Swap this note at any bank for a Jug.
1991	Jug of bad wine		Oh dear, this wine is terrible!
1992	Jug of bad wine		Swap this note at any bank for a Jug of bad wine.
1937	Jug of water		It's full of water.
1938	Jug of water		Swap this note at any bank for a Jug of water.
1993	Jug of wine		It's full of wine.
1994	Jug of wine		Swap this note at any bank for a Jug of wine.
3152	Karambwan paste	Members	Freshly made octopus paste.
3153	Karambwan paste	Members	Freshly made octopus paste. This smells quite nauseating.
3154	Karambwan paste	Members	Freshly made octopus paste.
3157	Karambwan vessel	Members	A wide bodied and thin necked vessel, encrusted with sea salt.
3158	Karambwan vessel	Members	Swap this note at any bank for a Karambwan vessel.
3159	Karambwan vessel	Members	This Karambwan Vessel is loaded with Karambwanji.
3160	Karambwan vessel	Members	Swap this note at any bank for a Karambwan vessel.
3151	Karambwanji	Members	Small brightly coloured tropical fish. Looks tasty.
3155	Karambwanji paste	Members	This paste smells of raw fish.
3156	Karambwanji paste	Members	This paste smells of cooked fish.
431	Karamjan rum		A very strong spirit brewed in Karamja.
3164	Karamjan rum		The Karamjan rum has slices of banana floating in it.
3165	Karamjan rum		A banana has been stuffed into the neck of this bottle.
1971	Kebab		A meaty kebab.
1972	Kebab		Swap this note at any bank for a Kebab.
1881	Kebab mix	Members	A mixture of chopped tomatoes, onions and ugthanki meat in a bowl.
1882	Kebab mix	Members	Swap this note at any bank for a Kebab mix.
601	Keep key	Members	A small key for a jail door.
3711	Keg of beer	Members	A lot of beer in a barrel.
3801	Keg of beer	Members	A lot of beer in a barrel.
3802	Keg of beer	Members	Swap this note at any bank for a Keg of beer.
275	Key		A slightly smelly key.
423	Key	Members	Opens things.
758	Key		The key to get into the Phoenix Gang HQ.
759	Key		The key to the Phoenix Gang's weapons store.
760	Key		Swap this note at any bank for a Key.
1543	Key		A red key.
1544	Key		An orange key.
1545	Key		A yellow key.
1546	Key		A blue key.
1547	Key		A magenta key.
1548	Key		A green key.
2399	Key		A key given to me by Wizard Traiborn.
2400	Key		A key given to me by Captain Rovin.
2401	Key		A key I found in a drain.
2404	Key	Members	This key opens a chest in the Carnillean household.
2411	Key	Members	A key to the Witches' shed.
2832	Key	Members	A key to unlock a treasure chest.
2834	Key	Members	A key to some drawers.
2836	Key	Members	A key to some drawers.
2838	Key	Members	A key to some drawers.
2840	Key	Members	A key to some drawers.
3606	Key	Members	A key to some drawers.
3608	Key	Members	A key to some drawers.
2423	Key print		An imprint of a key in a lump of clay.
77	Khali brew	Members	A bottle of Khazard's worst brew.
75	Khazard armour	Members	Armour, as worn by the minions of General Khazard.
76	Khazard cell keys	Members	These keys open the cells at the Khazard fight arena.
74	Khazard helmet	Members	A helmet, as worn by the minions of General Khazard.
1815	Killers' print	Members	The fingerprints of the murderer.
2162	King worm	Members	They're a gnome delicacy apparently.
2163	King worm	Members	Swap this note at any bank for a King worm.
3206	King's message		A summons from King Lathas.
1495	Klank's gauntlets	Members	Strong dwarvish gloves.
946	Knife		A dangerous looking knife.
947	Knife		Swap this note at any bank for a Knife.
3251	Knight of ardougne		A member of Ardougne's militia.
3252	Knight of ardougne		Swap this note at any bank for a Knight of ardougne.
263	Kwuarm	Members	A powerful herb.
264	Kwuarm	Members	Swap this note at any bank for a Kwuarm.
2528	Lamp		Wonder what happens if I rub it...
2481	Lantadyme	Members	A powerful herb.
2482	Lantadyme	Members	Swap this note at any bank for a Lantadyme.
421	Lathas' amulet	Members	Yup. It's an amulet.
3053	Lava battlestaff	Members	It's a slightly magical stick.
3055	Lava battlestaff	Members	Swap this note at any bank for a Lava battlestaff.
2149	Lava eel	Members	Strange, it looks cooler now it's been cooked.
563	Law rune		Used for teleport spells.
1458	Law talisman	Members	A mysterious power emanates from the talisman...
3365	Lean snail	Members	The lean, slimey corpse of a deceased giant snail.
3366	Lean snail	Members	Swap this note at any bank for a Lean snail.
3371	Lean snail meat	Members	A succulently slimey slice of sumptuous snail.
3372	Lean snail meat	Members	Swap this note at any bank for a Lean snail meat.
1741	Leather		It's a piece of leather.
1742	Leather		Swap this note at any bank for a Leather.
1129	Leather body		Better than no armour!
1130	Leather body		Swap this note at any bank for a Leather body.
1061	Leather boots		Comfortable leather boots.
1062	Leather boots		Swap this note at any bank for a Leather boots.
1095	Leather chaps		Better than no armour!
1096	Leather chaps		Swap this note at any bank for a Leather chaps.
1167	Leather cowl		Better than no armour!
1168	Leather cowl		Swap this note at any bank for a Leather cowl.
1059	Leather gloves		These will keep my hands warm!
1060	Leather gloves		Swap this note at any bank for a Leather gloves.
1063	Leather vambraces		Better than no armour!
1064	Leather vambraces		Swap this note at any bank for a Leather vambraces.
3707	Legendary cocktail	Members	Probably the greatest cocktail in the world.
2102	Lemon	Members	A fresh lemon.
2103	Lemon	Members	Swap this note at any bank for a Lemon.
2104	Lemon chunks	Members	Fresh chunks of lemon.
2105	Lemon chunks	Members	Swap this note at any bank for a Lemon chunks.
2106	Lemon slices	Members	Fresh lemon slices.
2107	Lemon slices	Members	Swap this note at any bank for a Lemon slices.
603	Lens	Members	A perfectly circular disc of glass.
602	Lens mould	Members	An unusual clay mould in the shape of a disc.
691	Level 1 certificate	Members	The owner has passed earth sciences level 1 exam.
692	Level 2 certificate	Members	The owner has passed earth sciences level 2 exam.
693	Level 3 certificate	Members	The owner has passed earth sciences level 3 exam.
83	Lever	Members	A lever to open something perhaps?
3848	Lighthouse key	Members	The key to the front door of the lighthouse.
2120	Lime	Members	A fresh lime.
2121	Lime	Members	Swap this note at any bank for a Lime.
2122	Lime chunks	Members	Fresh chunks of lime.
2123	Lime chunks	Members	Swap this note at any bank for a Lime chunks.
2124	Lime slices	Members	Fresh lime slices.
2125	Lime slices	Members	Swap this note at any bank for a Lime slices.
3211	Limestone	Members	Some limestone.
3212	Limestone	Members	Swap this note at any bank for a Limestone.
3420	Limestone brick	Members	A well carved lime stone brick.
3421	Limestone brick	Members	Swap this note at any bank for a Limestone brick.
225	Limpwurt root		The root of a limpwurt plant.
226	Limpwurt root		Swap this note at any bank for a Limpwurt root.
416	Liquid honey	Members	This isn't worth much.
942	Lit arrows	Members	These arrows are ablaze with fire.
32	Lit black candle	Members	A lit spooky candle.
33	Lit candle	Members	A lit candle.
34	Lit candle	Members	Swap this note at any bank for a Lit candle.
3714	Lit strange object	Members	It's some kind of weird little parcel thing. On fire.
2546	Litarrow 2		None
2547	Litarrow 3		None
2548	Litarrow 4		None
2549	Litarrow 5		None
3396	Loar remains	Members	The remains of a deadly shade.
3397	Loar remains	Members	Swap this note at any bank for a Loar remains.
379	Lobster		This looks tricky to eat.
380	Lobster		Swap this note at any bank for a Lobster.
301	Lobster pot		Useful for catching lobsters.
302	Lobster pot		Swap this note at any bank for a Lobster pot.
611	Locating crystal	Members	A magical crystal sphere.
612	Locating crystal	Members	A magical crystal sphere.
613	Locating crystal	Members	A magical crystal sphere.
614	Locating crystal	Members	A magical crystal sphere.
615	Locating crystal	Members	A magical crystal sphere.
1523	Lockpick	Members	None
1524	Lockpick	Members	Swap this note at any bank for a Lockpick.
1511	Logs		A number of wooden logs.
1512	Logs		Swap this note at any bank for a Logs.
2511	Logs		A number of wooden logs.
48	Longbow	Members	I need to find a string for this.
49	Longbow	Members	Swap this note at any bank for a Longbow.
839	Longbow		A nice sturdy bow.
840	Longbow		Swap this note at any bank for a Longbow.
3712	Low alcohol keg	Members	Suspiciously close to beer, but without the side effects.
787	Lumber order	Members	An order from the Karamja shipyard.
743	Lump of crystal	Members	It looks like it's been snapped off of something.
3689	Lyre	Members	It's a musical instrument I don't know how to play.
975	Machete	Members	A jungle specific slashing device.
976	Machete	Members	Swap this note at any bank for a Machete.
355	Mackerel	Members	Some nicely cooked fish.
356	Mackerel	Members	Swap this note at any bank for a Mackerel.
18	Magic gold feather	Members	It will point the way for me.
1513	Magic logs	Members	Logs made from magical wood.
1514	Magic logs	Members	Swap this note at any bank for a Magic logs.
70	Magic longbow	Members	An unstrung magic longbow, I need a bowstring for this.
71	Magic longbow	Members	Swap this note at any bank for a Magic longbow.
859	Magic longbow	Members	A nice sturdy magical bow.
860	Magic longbow	Members	Swap this note at any bank for a Magic longbow.
2395	Magic ogre potion	Members	A dangerous magical liquid.
3046	Magic potion(1)	Members	1 dose of magic potion.
3047	Magic potion(1)	Members	Swap this note at any bank for a Magic potion(1).
3044	Magic potion(2)	Members	2 doses of magic potion.
3045	Magic potion(2)	Members	Swap this note at any bank for a Magic potion(2).
3042	Magic potion(3)	Members	3 doses of magic potion.
3043	Magic potion(3)	Members	Swap this note at any bank for a Magic potion(3).
3040	Magic potion(4)	Members	4 doses of magic potion.
3041	Magic potion(4)	Members	Swap this note at any bank for a Magic potion(4).
3448	Magic pyre logs	Members	Magic logs prepared with sacred oil for a funeral pyre.
3449	Magic pyre logs	Members	Swap this note at any bank for a Magic pyre logs.
72	Magic shortbow	Members	An unstrung magic shortbow, I need a bowstring for this.
73	Magic shortbow	Members	Swap this note at any bank for a Magic shortbow.
861	Magic shortbow	Members	Short and magical, but still effective.
862	Magic shortbow	Members	Swap this note at any bank for a Magic shortbow.
1389	Magic staff		A Magical staff.
1390	Magic staff		Swap this note at any bank for a Magic staff.
16	Magic whistle	Members	A small tin whistle.
2410	Magnet	Members	A very attractive magnet.
3718	Magnet	Members	A very attractive magnet.
3241	Man		One of RuneScape's many citizens.
3242	Man		Swap this note at any bank for a Man.
391	Manta ray	Members	A rare catch.
392	Manta ray	Members	Swap this note at any bank for a Manta ray.
3847	Manual	Members	Looks like some kind of manual.
1535	Map part		An incomplete map piece.
1536	Map part		An incomplete map piece.
1537	Map part		An incomplete map piece.
1517	Maple logs		Logs cut from a maple tree.
1518	Maple logs		Swap this note at any bank for a Maple logs.
62	Maple longbow	Members	An unstrung maple longbow, I need a bowstring for this.
63	Maple longbow	Members	Swap this note at any bank for a Maple longbow.
851	Maple longbow	Members	A nice sturdy bow made out of Maple.
852	Maple longbow	Members	Swap this note at any bank for a Maple longbow.
3444	Maple pyre logs	Members	Maple logs prepared with sacred oil for a funeral pyre.
3445	Maple pyre logs	Members	Swap this note at any bank for a Maple pyre logs.
64	Maple shortbow	Members	An unstrung maple shortbow, I need a bowstring for this.
65	Maple shortbow	Members	Swap this note at any bank for a Maple shortbow.
853	Maple shortbow	Members	A shortbow made out of Maple, still effective.
854	Maple shortbow	Members	Swap this note at any bank for a Maple shortbow.
3130	Marinated j' bones	Members	Burnt Jogre bones marinated in a lovely Karambwanji sauce. Perfect.
3133	Marinated j' bones	Members	Jogre Bones marinated in Karambwanji sauce. Not quite right.
2406	Mark of hazeel	Members	Sign of my commitment to Hazeel.
251	Marrentill	Members	A herb used in poison cures.
252	Marrentill	Members	Swap this note at any bank for a Marrentill.
1542	Maze key		A key to Melzars' Maze.
2327	Meat pie		Not for vegetarians.
2328	Meat pie		Swap this note at any bank for a Meat pie.
2293	Meat pizza		A pizza with bits of meat on it.
2294	Meat pizza		Swap this note at any bank for a Meat pizza.
755	Message		A message from Juliet to Romeo.
1839	Metal key	Members	A metal key, it's very crudely constructed.
3061	Mime boots		A mime would wear these.
3060	Mime gloves		A mime would wear these.
3059	Mime legs		A mime would wear these.
3057	Mime mask		A mime would wear this.
3058	Mime top		A mime would wear this.
558	Mind rune		Used for low level missile spells.
1448	Mind talisman		A mysterious power emanates from the talisman...
1449	Mind talisman		Swap this note at any bank for a Mind talisman.
2966	Mirror	Members	A small mirror, probably used for grooming.
1586	Miscellaneous key	Members	I wonder what this unlocks?
1587	Miscellaneous key	Members	Swap this note at any bank for a Miscellaneous key.
1315	Mithril 2h sword		A two handed sword.
1316	Mithril 2h sword		Swap this note at any bank for a Mithril 2h sword.
888	Mithril arrow	Members	Arrows with mithril heads.
920	Mithril arrow 2		None
919	Mithril arrow 3		None
918	Mithril arrow 4		None
921	Mithril arrow 5		None
924	Mithril arrow p 2		None
923	Mithril arrow p 3		None
922	Mithril arrow p 4		None
925	Mithril arrow p 5		None
889	Mithril arrow(p)	Members	Venomous looking arrows.
42	Mithril arrowtips	Members	I can make an arrow with these.
1355	Mithril axe		A powerful axe.
1356	Mithril axe		Swap this note at any bank for a Mithril axe.
2359	Mithril bar		It's a bar of mithril.
2360	Mithril bar		Swap this note at any bank for a Mithril bar.
1369	Mithril battleaxe		A vicious looking axe.
1370	Mithril battleaxe		Swap this note at any bank for a Mithril battleaxe.
1109	Mithril chainbody		A series of connected metal rings.
1110	Mithril chainbody		Swap this note at any bank for a Mithril chainbody.
3099	Mithril claws	Members	A set of fighting claws.
3119	Mithril claws	Members	Swap this note at any bank for a Mithril claws.
1209	Mithril dagger		A dangerous dagger.
1210	Mithril dagger		Swap this note at any bank for a Mithril dagger.
1225	Mithril dagger(p)	Members	A poisoned Mithril dagger.
1226	Mithril dagger(p)	Members	Swap this note at any bank for a Mithril dagger(p).
809	Mithril dart	Members	A deadly throwing dart with a mithril tip.
822	Mithril dart tip	Members	A deadly looking dart tip made of mithril - needs feathers for flight.
815	Mithril dart(p)	Members	A deadly poisoned dart with a mithril tip.
2536	Mithril fire arrows	Members	Arrows with mithril heads and oil soaked cloth.
2537	Mithril fire arrows	Members	These mithril headed arrows are ablaze with fire.
1159	Mithril full helm		A full face helmet.
1160	Mithril full helm		Swap this note at any bank for a Mithril full helm.
3198	Mithril halberd	Members	A mithril halberd.
3199	Mithril halberd	Members	Swap this note at any bank for a Mithril halberd.
828	Mithril javelin	Members	A mithril tipped javelin.
834	Mithril javelin(p)	Members	A mithril tipped javelin.
1197	Mithril kiteshield		A large metal shield.
1198	Mithril kiteshield		Swap this note at any bank for a Mithril kiteshield.
866	Mithril knife	Members	A finely balanced throwing knife.
873	Mithril knife(p)	Members	A finely balanced throwing knife.
1299	Mithril longsword		A razor sharp longsword.
1300	Mithril longsword		Swap this note at any bank for a Mithril longsword.
1428	Mithril mace		A spiky mace.
1429	Mithril mace		Swap this note at any bank for a Mithril mace.
1143	Mithril med helm		A medium sized helmet.
1144	Mithril med helm		Swap this note at any bank for a Mithril med helm.
447	Mithril ore		This needs refining.
448	Mithril ore		Swap this note at any bank for a Mithril ore.
1273	Mithril pickaxe		Used for mining.
1274	Mithril pickaxe		Swap this note at any bank for a Mithril pickaxe.
1121	Mithril platebody		Provides excellent protection.
1122	Mithril platebody		Swap this note at any bank for a Mithril platebody.
1071	Mithril platelegs		These look pretty heavy.
1072	Mithril platelegs		Swap this note at any bank for a Mithril platelegs.
1085	Mithril plateskirt		Designer leg protection.
1086	Mithril plateskirt		Swap this note at any bank for a Mithril plateskirt.
1329	Mithril scimitar		A vicious curved sword.
1330	Mithril scimitar		Swap this note at any bank for a Mithril scimitar.
299	Mithril seeds	Members	Magical seeds in a mithril case.
1243	Mithril spear	Members	A mithril tipped spear.
1244	Mithril spear	Members	Swap this note at any bank for a Mithril spear.
3173	Mithril spear(kp)	Members	A Karambwan poisoned mithril tipped spear.
1257	Mithril spear(p)	Members	A poisoned mithril tipped spear.
1258	Mithril spear(p)	Members	Swap this note at any bank for a Mithril spear(p).
1181	Mithril sq shield		A medium square shield.
1182	Mithril sq shield		Swap this note at any bank for a Mithril sq shield.
1285	Mithril sword		A razor sharp sword.
1286	Mithril sword		Swap this note at any bank for a Mithril sword.
803	Mithril thrownaxe	Members	A finely balanced throwing axe.
1343	Mithril warhammer		I don't think it's intended for joinery.
1344	Mithril warhammer		Swap this note at any bank for a Mithril warhammer.
705	Mixed chemicals	Members	A mixture of strong chemicals.
706	Mixed chemicals	Members	A mixture of strong chemicals.
1775	Molten glass	Members	Hot glass ready to be blown into useful objects.
1776	Molten glass	Members	Swap this note at any bank for a Molten glass.
542	Monk's robe		Keeps a monk's knees nice and warm.
543	Monk's robe		Swap this note at any bank for a Monk's robe.
544	Monk's robe		I feel closer to the Gods when I am wearing this.
545	Monk's robe		Swap this note at any bank for a Monk's robe.
3179	Monkey bones	Members	These are smallish monkey bones.
3180	Monkey bones	Members	These are medium sized monkey bones.
3181	Monkey bones	Members	These are quite large monkey bones.
3182	Monkey bones	Members	These are quite large monkey bones.
3183	Monkey bones		These are small monkey bones.
3184	Monkey bones		Swap this note at any bank for a Monkey bones.
3185	Monkey bones	Members	These are smallish monkey bones. They smell extremely nauseating.
3186	Monkey bones	Members	These are smallish monkey bones. They smell extremely nauseating.
3166	Monkey corpse	Members	It's the body of a dead monkey.
3167	Monkey skin	Members	It's the skin of a (hopefully) dead monkey.
2955	Moonlight mead	Members	A foul smelling brew.
2956	Moonlight mead	Members	Swap this note at any bank for a Moonlight mead.
2970	Mort myre fungi	Members	A mushroom from the swamps of Mort Myre.
2971	Mort myre fungi	Members	Swap this note at any bank for a Mort myre fungi.
2974	Mort myre pear	Members	A pear picked from a dying bush in Mort Myre.
2975	Mort myre pear	Members	Swap this note at any bank for a Mort myre pear.
2972	Mort myre stem	Members	A cutting from a budding branch.
2973	Mort myre stem	Members	Swap this note at any bank for a Mort myre stem.
991	Muddy key		It looks like a key to a chest.
992	Muddy key		Swap this note at any bank for a Muddy key.
3327	Myre snelm	Members	A marshy coloured snail shell helmet.
3328	Myre snelm	Members	Swap this note at any bank for a Myre snelm.
3337	Myre snelm	Members	A swamp coloured pointed snail shell helmet.
3338	Myre snelm	Members	Swap this note at any bank for a Myre snelm.
1405	Mystic air staff	Members	It's a slightly magical stick.
1406	Mystic air staff	Members	Swap this note at any bank for a Mystic air staff.
1407	Mystic earth staff	Members	It's a slightly magical stick.
1408	Mystic earth staff	Members	Swap this note at any bank for a Mystic earth staff.
1401	Mystic fire staff	Members	It's a slightly magical stick.
1402	Mystic fire staff	Members	Swap this note at any bank for a Mystic fire staff.
3054	Mystic lava staff	Members	It's a slightly magical stick.
3056	Mystic lava staff	Members	Swap this note at any bank for a Mystic lava staff.
1403	Mystic water staff	Members	It's a slightly magical stick.
1404	Mystic water staff	Members	Swap this note at any bank for a Mystic water staff.
1539	Nails		Keeps things in place fairly permanently.
3222	Naphtha mix	Members	A barrel full of naphtha and sulphur.
3223	Naphtha mix	Members	A barrel full of naphtha and quicklime.
561	Nature rune		Used for alchemy spells.
1462	Nature talisman	Members	A mysterious power emanates from the talisman...
1463	Nature talisman	Members	Swap this note at any bank for a Nature talisman.
1597	Necklace mould		Used to make gold necklaces.
1598	Necklace mould		Swap this note at any bank for a Necklace mould.
1733	Needle		Used with a thread to make clothes.
550	Newcomer map		Issued by RuneScape Council to all new citizens.
551	Newcomer map		Swap this note at any bank for a Newcomer map.
2398	Nightshade	Members	Deadly!
703	Nitroglycerin	Members	A strong chemical.
291	Notes		It seems to be written in some kind of code.
680	Nuggets	Members	Pure, lovely gold!
3	Nulodion's notes.	Members	Construction notes for Dwarf cannon ammo.
1521	Oak logs		Logs cut from an oak tree.
1522	Oak logs		Swap this note at any bank for an Oak logs.
56	Oak longbow	Members	An unstrung oak longbow, I need a bowstring for this.
57	Oak longbow	Members	Swap this note at any bank for an Oak longbow.
845	Oak longbow		A nice sturdy bow made out of oak.
846	Oak longbow		Swap this note at any bank for an Oak longbow.
3440	Oak pyre logs	Members	Oak logs prepared with sacred oil for a funeral pyre.
3441	Oak pyre logs	Members	Swap this note at any bank for an Oak pyre logs.
54	Oak shortbow	Members	An unstrung oak shortbow, I need a bowstring for this.
55	Oak shortbow	Members	Swap this note at any bank for an Oak shortbow.
843	Oak shortbow		A shortbow made out of oak, still effective.
844	Oak shortbow		Swap this note at any bank for an Oak shortbow.
3331	Ochre snelm	Members	A muddy yellow snail shell helmet.
3332	Ochre snelm	Members	Swap this note at any bank for an Ochre snelm.
3341	Ochre snelm	Members	A muddy yellow coloured pointed snail shell helmet.
3342	Ochre snelm	Members	Swap this note at any bank for an Ochre snelm.
2245	Odd batta	Members	This batta doesn't look very appetising.
2246	Odd batta	Members	Swap this note at any bank for an Odd batta.
2094	Odd cocktail	Members	I'm not completely sure what this contains.
2095	Odd cocktail	Members	Swap this note at any bank for an Odd cocktail.
2096	Odd cocktail	Members	I'm not completely sure what this contains.
2097	Odd cocktail	Members	Swap this note at any bank for an Odd cocktail.
2098	Odd cocktail	Members	I'm not completely sure what this contains.
2099	Odd cocktail	Members	Swap this note at any bank for an Odd cocktail.
2100	Odd cocktail	Members	I'm not completely sure what this contains.
2101	Odd cocktail	Members	Swap this note at any bank for an Odd cocktail.
2197	Odd crunchies	Members	These crunchies don't look very appetising.
2198	Odd crunchies	Members	Swap this note at any bank for an Odd crunchies.
2173	Odd gnomebowl	Members	This gnome bowl doesn't look very appetising.
2174	Odd gnomebowl	Members	Swap this note at any bank for an Odd gnomebowl.
2866	Ogre arrow	Members	A large ogre arrow with a bone tip.
2870	Ogre arrow 2		None
2869	Ogre arrow 3		None
2868	Ogre arrow 4		None
2867	Ogre arrow 5		None
2864	Ogre arrow shaft	Members	A wooden arrow shaft.
2871	Ogre bellows	Members	A large pair of ogre bellows.
2874	Ogre bellows (1)	Members	A large pair of ogre bellows, it has one load of swamp gas in it.
2873	Ogre bellows (2)	Members	A large pair of ogre bellows, it has two loads of swamp gas in it.
2872	Ogre bellows (3)	Members	A large pair of ogre bellows, it has three loads of swamp gas in it.
2883	Ogre bow	Members	More powerful than a normal bow, useful against large game birds.
2372	Ogre relic	Members	An old statue of an ogre warrior.
2377	Ogre tooth	Members	Very tooth like.
277	Oil can		It's pretty full.
1585	Oily fishing rod	Members	Useful for catching lava eels.
685	Old boot	Members	Phew!
1493	Old journal	Members	An account of the last times of someone.
2385	Old robe	Members	I can't wear this old thing.
695	Old tooth	Members	Now if I can just find a tooth fairy to sell this to...
3428	Olive oil(1)	Members	1 dose of olive oil
3429	Olive oil(1)	Members	Swap this note at any bank for an Olive oil(1).
3426	Olive oil(2)	Members	2 doses of olive oil
3427	Olive oil(2)	Members	Swap this note at any bank for an Olive oil(2).
3424	Olive oil(3)	Members	3 doses of olive oil
3425	Olive oil(3)	Members	Swap this note at any bank for an Olive oil(3).
3422	Olive oil(4)	Members	4 doses of olive oil
3423	Olive oil(4)	Members	Swap this note at any bank for an Olive oil(4).
1957	Onion		A strong smelling onion.
1958	Onion		Swap this note at any bank for an Onion.
1875	Onion & tomato	Members	A mixture of chopped onions and tomatoes in a bowl.
1876	Onion & tomato	Members	Swap this note at any bank for an Onion & tomato.
1609	Opal	Members	A semi precious stone.
1610	Opal	Members	Swap this note at any bank for an Opal.
3815	Opal bolt2		None
3816	Opal bolt3		None
3817	Opal bolt4		None
879	Opal bolts	Members	Great if you have a crossbow!
3818	Opal bolts		None
45	Opal bolttips	Members	I can make bolts with these.
2108	Orange	Members	A fresh orange.
2109	Orange	Members	Swap this note at any bank for an Orange.
2110	Orange chunks	Members	Fresh chunks of orange.
2111	Orange chunks	Members	Swap this note at any bank for an Orange chunks.
1769	Orange dye		A little bottle of orange dye.
1770	Orange dye		Swap this note at any bank for an Orange dye.
286	Orange goblin mail		Armour designed to fit goblins.
2112	Orange slices	Members	Fresh orange slices.
2113	Orange slices	Members	Swap this note at any bank for an Orange slices.
1481	Orb of light	Members	A magical sphere that glimmers within.
1482	Orb of light	Members	A magical sphere that glimmers within.
1483	Orb of light	Members	A magical sphere that glimmers within.
1484	Orb of light	Members	A magical sphere that glimmers within.
2529	Orb of light	Members	A magical sphere that glimmers within.
587	Orb of protection	Members	A strange glowing green orb.
588	Orb of protection	Members	Two strange glowing green orbs.
407	Oyster	Members	It's a rare oyster.
408	Oyster	Members	Swap this note at any bank for an Oyster.
411	Oyster pearl	Members	I could work wonders with a chisel on this pearl.
412	Oyster pearl	Members	Swap this note at any bank for an Oyster pearl.
413	Oyster pearls	Members	I could work wonders with a chisel on these pearls.
414	Oyster pearls	Members	Swap this note at any bank for an Oyster pearls.
3255	Paladin		A holy warrior!
3256	Paladin		Swap this note at any bank for a Paladin.
1488	Paladin's badge	Members	A coat of arms of the Ardougne Paladins.
1489	Paladin's badge	Members	A coat of arms of the Ardougne Paladins.
1490	Paladin's badge	Members	A coat of arms of the Ardougne Paladins.
2339	Palm leaf	Members	A thick green palm leaf used by natives to cook meat in.
2340	Palm leaf	Members	Swap this note at any bank for a Palm leaf.
677	Panning tray	Members	An empty tray for panning.
678	Panning tray	Members	This tray contains gold.
679	Panning tray	Members	This tray contains mud.
970	Papyrus	Members	Used for making notes.
971	Papyrus	Members	Swap this note at any bank for a Papyrus.
972	Papyrus	Members	None
619	Paramaya ticket	Members	Allows you to rest in the luxurious Paramayer Inn.
620	Paramaya ticket	Members	Swap this note at any bank for a Paramaya ticket.
2424	Paste		A bottle of skin coloured paste.
1953	Pastry dough		Potentially pastry.
1954	Pastry dough		Swap this note at any bank for a Pastry dough.
3128	Pasty jogre bones	Members	Burnt Jogre bones smothered with raw Karambwanji Paste.
3129	Pasty jogre bones	Members	Burnt Jogre bones smothered with cooked Karambwanji paste.
3131	Pasty jogre bones	Members	Jogre bones smothered with raw Karambwanji paste.
3132	Pasty jogre bones	Members	Jogre bones smothered with cooked Karambwanji paste.
3819	Pearl bolt2		None
3820	Pearl bolt3		None
3821	Pearl bolt4		None
880	Pearl bolts	Members	Useful if you have a crossbow!
3822	Pearl bolts		None
46	Pearl bolttips	Members	I can make bolts with these.
86	Pendant of lucien	Members	The amulet that Lucien gave you.
233	Pestle and mortar	Members	I can grind things for potions in this.
234	Pestle and mortar	Members	Swap this note at any bank for a Pestle and mortar.
1561	Pet cat	Members	This cat definitely likes you.
1562	Pet cat	Members	This cat definitely likes you.
1563	Pet cat	Members	This cat definitely likes you.
1564	Pet cat	Members	This cat definitely likes you.
1565	Pet cat	Members	This cat definitely likes you.
1566	Pet cat	Members	This cat definitely likes you.
1567	Pet cat	Members	This cat is so well fed it can hardly move.
1568	Pet cat	Members	This cat is so well fed it can hardly move.
1569	Pet cat	Members	This cat is so well fed it can hardly move.
1570	Pet cat	Members	This cat is so well fed it can hardly move.
1571	Pet cat	Members	This cat is so well fed it can hardly move.
1572	Pet cat	Members	This cat is so well fed it can hardly move.
1555	Pet kitten	Members	This kitten seems to like you.
1556	Pet kitten	Members	This kitten seems to like you.
1557	Pet kitten	Members	This kitten seems to like you.
1558	Pet kitten	Members	This kitten seems to like you.
1559	Pet kitten	Members	This kitten seems to like you.
1560	Pet kitten	Members	This kitten seems to like you.
3695	Pet rock	Members	The lowest maintenance pet you will ever have.
1577	Pete's candlestick	Members	Scarface Pete's Candlestick.
1578	Pete's candlestick	Members	Swap this note at any bank for a Pete's candlestick.
767	Phoenix crossbow		Former property of the Phoenix Gang.
768	Phoenix crossbow		Swap this note at any bank for a Phoenix crossbow.
3398	Phrin remains	Members	The remains of a deadly shade.
3399	Phrin remains	Members	Swap this note at any bank for a Phrin remains.
466	Pickaxe handle		Useless without the head.
467	Pickaxe handle		Swap this note at any bank for a Pickaxe handle.
480	Pickaxe head		It's missing a handle.
481	Pickaxe head		Swap this note at any bank for a Pickaxe head.
482	Pickaxe head		It's missing a handle.
483	Pickaxe head		Swap this note at any bank for a Pickaxe head.
484	Pickaxe head		It's missing a handle.
485	Pickaxe head		Swap this note at any bank for a Pickaxe head.
